2020-05-12
 15:40:31.189115900
Data/j60/J60 
  BRANCHEMENT STATIQUE 
Inst |old_time |old_backt |makespan |old_prop |new_time |new_backt |makespan |new_prop|  
j60_20_10.rcp | 0.0032181 | 25 | 70 | 1 | 0.0024446 | 25 | 70 | 1 |  
j60_21_1.rcp | 300.02185 | 585475 | -1 | 908494 | 300.01114 | 312023 | -1 | 724956 |  
j60_21_2.rcp | 300.01035 | 314492 | -1 | 873755 | 300.0084 | 341467 | -1 | 827664 |  
j60_21_3.rcp | 300.001 | 381110 | -1 | 1000948 | 300.00253 | 297633 | -1 | 930902 |  
j60_21_4.rcp | 300.01578 | 676623 | -1 | 859662 | 300.00452 | 406072 | -1 | 1048921 |  
j60_21_5.rcp | 300.00064 | 638982 | -1 | 1010583 | 300.01813 | 322122 | -1 | 1546027 |  
j60_21_6.rcp | 300.0051 | 777809 | -1 | 583131 | 300.0002 | 208742 | -1 | 1025950 |  
j60_21_7.rcp | 300.0075 | 1042977 | -1 | 688647 | 300.0094 | 268715 | -1 | 427486 |  
j60_21_8.rcp | 300.00058 | 2052541 | -1 | 432272 | 300.00464 | 230998 | -1 | 923681 |  
j60_21_9.rcp | 300.00125 | 664981 | -1 | 883913 | 300.00003 | 382181 | -1 | 915461 |  
j60_21_10.rcp | 300.00455 | 804354 | -1 | 575082 | 300.0123 | 584284 | -1 | 774696 |  
j60_22_1.rcp | 300.0005 | 599454 | -1 | 369626 | 300.00998 | 699049 | -1 | 614077 |  
j60_22_2.rcp | 0.0487913 | 49 | 83 | 17 | 0.0190243 | 49 | 83 | 30 |  
j60_22_3.rcp | 300.00073 | 770335 | -1 | 263416 | 300.00882 | 726161 | -1 | 560145 |  
j60_22_4.rcp | 300.01236 | 436005 | -1 | 227154 | 300.00607 | 384533 | -1 | 507660 |  
j60_22_5.rcp | 0.0387587 | 22 | 76 | 16 | 0.0137466 | 22 | 76 | 26 |  
j60_22_6.rcp | 300.01556 | 881279 | -1 | 58187 | 300.01184 | 961269 | -1 | 80485 |  
j60_22_7.rcp | 25.10971 | 77671 | 69 | 37270 | 25.019258 | 77671 | 69 | 82634 |  
j60_22_8.rcp | 0.6838646 | 1276 | 59 | 519 | 0.6480625 | 1274 | 59 | 885 |  
j60_22_9.rcp | 0.016024 | 35 | 65 | 18 | 0.0142788 | 35 | 65 | 23 |  
j60_22_10.rcp | 38.509293 | 129469 | 70 | 33001 | 38.832058 | 129295 | 70 | 70720 |  
j60_23_1.rcp | 17.893055 | 57344 | 75 | 6474 | 13.772446 | 57344 | 75 | 21878 |  
j60_23_2.rcp | 0.0138719 | 29 | 69 | 6 | 0.0110064 | 29 | 69 | 8 |  
j60_23_3.rcp | 0.0165188 | 33 | 78 | 1 | 0.0142226 | 33 | 78 | 5 |  
j60_23_4.rcp | 0.0131402 | 26 | 83 | 8 | 0.0105015 | 26 | 83 | 16 |  
j60_23_5.rcp | 0.0083165 | 22 | 72 | 1 | 0.0063709 | 22 | 72 | 2 |  
j60_23_6.rcp | 0.0142769 | 25 | 81 | 12 | 0.0132539 | 25 | 81 | 21 |  
j60_23_7.rcp | 0.0142393 | 24 | 60 | 5 | 0.0111836 | 24 | 60 | 11 |  
j60_23_8.rcp | 0.0235853 | 39 | 72 | 14 | 0.0163834 | 39 | 72 | 14 |  
j60_23_9.rcp | 0.0146779 | 21 | 64 | 8 | 0.0119769 | 21 | 64 | 15 |  
j60_23_10.rcp | 0.0121898 | 26 | 68 | 6 | 0.0103741 | 26 | 68 | 12 |  
j60_24_1.rcp | 0.0080439 | 21 | 65 | 3 | 0.0060292 | 21 | 65 | 6 |  
j60_24_2.rcp | 0.0084256 | 24 | 55 | 0 | 0.0054269 | 24 | 55 | 0 |  
j60_24_3.rcp | 0.0082743 | 23 | 67 | 0 | 0.0061935 | 23 | 67 | 2 |  
j60_24_4.rcp | 0.0084793 | 25 | 78 | 1 | 0.0062943 | 25 | 78 | 2 |  
j60_24_5.rcp | 0.009155 | 20 | 76 | 4 | 0.0073829 | 20 | 76 | 9 |  
j60_24_6.rcp | 0.0087491 | 24 | 75 | 0 | 0.006266 | 24 | 75 | 2 |  
j60_24_7.rcp | 0.0093444 | 20 | 68 | 5 | 0.0087559 | 20 | 68 | 6 |  
j60_24_8.rcp | 0.0085401 | 23 | 81 | 1 | 0.007129 | 23 | 81 | 8 |  
j60_24_9.rcp | 0.0155278 | 28 | 80 | 4 | 0.0128408 | 28 | 80 | 9 |  
j60_24_10.rcp | 0.010827 | 24 | 66 | 0 | 0.0084026 | 24 | 66 | 0 |  
j60_25_1.rcp | 300.00464 | 632134 | -1 | 556193 | 300.004 | 192498 | -1 | 374893 |  
j60_25_2.rcp | 300.0119 | 593839 | -1 | 680162 | 300.0007 | 159205 | -1 | 463849 |  
j60_25_3.rcp | 300.00095 | 385147 | -1 | 619894 | 300.0273 | 96955 | -1 | 272535 |  
j60_25_4.rcp | 300.00018 | 406759 | -1 | 1142620 | 300.01025 | 158900 | -1 | 476176 |  
j60_25_5.rcp | 300.012 | 463129 | -1 | 211657 | 300.00385 | 137131 | -1 | 374856 |  
j60_25_6.rcp | 300.00067 | 732187 | -1 | 424530 | 300.0129 | 128274 | -1 | 410918 |  
j60_25_7.rcp | 300.01346 | 319788 | -1 | 596812 | 300.0134 | 108374 | -1 | 533997 |  
j60_25_8.rcp | 300.0003 | 867068 | -1 | 234350 | 300.00058 | 180368 | -1 | 385865 |  
j60_25_9.rcp | 300.0001 | 581606 | -1 | 335254 | 300.0084 | 167729 | -1 | 376554 |  
j60_25_10.rcp | 300.00595 | 456701 | -1 | 208299 | 300.00256 | 607433 | -1 | 158708 |  
j60_26_1.rcp | 300.01422 | 408481 | -1 | 14806 | 300.00098 | 421937 | -1 | 95725 |  
j60_26_2.rcp | 300.0003 | 253951 | -1 | 70378 | 300.00012 | 229652 | -1 | 166006 |  
