2020-06-22
 14:32:41.784911100
Data/J30/ 
  BRANCHEMENT STATIQUE 
Inst |old_time |old_backt |makespan |old_prop |new_time |new_backt |makespan |new_prop|  
j30_14_4.rcp | 300.00037 | 222768 | -1 | 483023 | 300.00027 | 431122 | -1 | 1028685 |  
j30_14_5.rcp | 300.0023 | 322586 | -1 | 118189 | 300.00064 | 585362 | -1 | 211785 |  
j30_14_6.rcp | 300.0005 | 385429 | -1 | 222569 | 300.00015 | 676151 | -1 | 396401 |  
j30_14_7.rcp | 300.00372 | 229837 | -1 | 668361 | 300.00024 | 399228 | -1 | 1331607 |  
j30_14_8.rcp | 0.0219242 | 20 | 54 | 22 | 0.0106623 | 20 | 54 | 22 |  
j30_14_9.rcp | 300.00034 | 402258 | -1 | 112802 | 300.00018 | 716721 | -1 | 217078 |  
j30_14_10.rcp | 300.0002 | 291056 | -1 | 135747 | 300.00116 | 487552 | -1 | 227350 |  
j30_15_1.rcp | 0.0247764 | 28 | 46 | 16 | 0.0128099 | 28 | 46 | 16 |  
j30_15_2.rcp | 0.0112229 | 13 | 47 | 1 | 0.0051454 | 13 | 47 | 1 |  
j30_15_3.rcp | 0.1046907 | 123 | 48 | 87 | 0.0514458 | 123 | 48 | 91 |  
j30_15_4.rcp | 0.0087307 | 13 | 48 | 1 | 0.0039835 | 13 | 48 | 1 |  
j30_15_5.rcp | 300.00082 | 286718 | -1 | 295679 | 300.00015 | 515798 | -1 | 556209 |  
j30_15_6.rcp | 0.0163425 | 12 | 67 | 7 | 0.0076041 | 12 | 67 | 7 |  
j30_15_7.rcp | 0.7511043 | 736 | 47 | 480 | 0.33710968 | 736 | 47 | 488 |  
j30_15_8.rcp | 0.0594097 | 57 | 50 | 49 | 0.0330972 | 57 | 50 | 49 |  
j30_15_9.rcp | 0.0207516 | 20 | 54 | 20 | 0.0107984 | 20 | 54 | 20 |  
j30_15_10.rcp | 0.0123199 | 12 | 65 | 9 | 0.005953 | 12 | 65 | 9 |  
j30_16_1.rcp | 0.0100568 | 13 | 51 | 4 | 0.0048354 | 13 | 51 | 4 |  
j30_16_2.rcp | 0.0079644 | 13 | 48 | 2 | 0.0041222 | 13 | 48 | 2 |  
j30_16_3.rcp | 0.0062523 | 12 | 36 | 0 | 0.002985 | 12 | 36 | 0 |  
j30_16_4.rcp | 0.0102681 | 14 | 47 | 0 | 0.0043245 | 14 | 47 | 0 |  
j30_16_5.rcp | 0.0085194 | 13 | 51 | 0 | 0.0037714 | 13 | 51 | 0 |  
j30_16_6.rcp | 0.0076166 | 13 | 51 | 0 | 0.0041405 | 13 | 51 | 0 |  
j30_16_7.rcp | 0.008594 | 14 | 34 | 0 | 0.0039079 | 14 | 34 | 0 |  
j30_16_8.rcp | 0.0067488 | 13 | 44 | 0 | 0.0030558 | 13 | 44 | 0 |  
j30_16_9.rcp | 0.0076949 | 14 | 44 | 0 | 0.0038328 | 14 | 44 | 0 |  
j30_16_10.rcp | 0.0089638 | 12 | 51 | 2 | 0.0043509 | 12 | 51 | 2 |  
j30_17_1.rcp | 300.0001 | 3443781 | -1 | 4818710 | 300.00006 | 6026257 | -1 | 9085513 |  
j30_17_2.rcp | 0.0031237 | 32 | 68 | 9 | 0.0023279 | 32 | 68 | 9 |  
j30_17_3.rcp | 0.0019098 | 14 | 60 | 10 | 0.0012308 | 14 | 60 | 10 |  
j30_17_4.rcp | 0.2084394 | 1931 | 49 | 1642 | 0.124139 | 1931 | 49 | 1688 |  
j30_17_5.rcp | 208.83693 | 2035343 | 47 | 2407540 | 120.11032 | 2035343 | 47 | 2144705 |  
j30_17_6.rcp | 0.0037669 | 18 | 63 | 17 | 0.0019526 | 18 | 63 | 17 |  
j30_17_7.rcp | 300.00003 | 4822002 | -1 | 5341074 | 300.00003 | 8121291 | -1 | 9022762 |  
j30_17_8.rcp | 0.0149428 | 110 | 61 | 58 | 0.0087612 | 110 | 61 | 58 |  
j30_17_9.rcp | 0.004552 | 41 | 48 | 28 | 0.0030743 | 41 | 48 | 23 |  
j30_17_10.rcp | 9.189E-4 | 12 | 66 | 5 | 7.098E-4 | 12 | 66 | 5 |  
j30_18_1.rcp | 0.0026724 | 30 | 53 | 2 | 0.0018894 | 30 | 53 | 2 |  
j30_18_2.rcp | 0.0018165 | 31 | 55 | 4 | 0.0013497 | 31 | 55 | 4 |  
j30_18_3.rcp | 0.0021645 | 22 | 56 | 5 | 0.0015566 | 22 | 56 | 5 |  
j30_18_4.rcp | 0.004357 | 52 | 70 | 14 | 0.0027944 | 52 | 70 | 14 |  
j30_18_5.rcp | 0.0024467 | 20 | 52 | 10 | 0.0017326 | 20 | 52 | 10 |  
j30_18_6.rcp | 0.0136951 | 136 | 62 | 58 | 0.0083668 | 136 | 62 | 58 |  
j30_18_7.rcp | 0.0022741 | 14 | 48 | 14 | 0.0014684 | 14 | 48 | 14 |  
j30_18_8.rcp | 0.0022095 | 22 | 52 | 6 | 0.0015908 | 22 | 52 | 6 |  
j30_18_9.rcp | 0.0032652 | 19 | 47 | 24 | 0.0020329 | 19 | 47 | 24 |  
j30_18_10.rcp | 25.359837 | 248606 | 49 | 230863 | 15.34132 | 248606 | 49 | 252521 |  
j30_19_1.rcp | 0.0041818 | 25 | 40 | 6 | 0.0023738 | 25 | 40 | 6 |  
j30_19_2.rcp | 0.0025079 | 15 | 58 | 6 | 0.0012065 | 15 | 58 | 6 |  
j30_19_3.rcp | 0.0018995 | 15 | 83 | 11 | 0.0010695 | 15 | 83 | 11 |  
j30_19_4.rcp | 0.0012583 | 16 | 39 | 6 | 7.352E-4 | 16 | 39 | 6 |  
j30_19_5.rcp | 0.0022409 | 17 | 48 | 12 | 0.0014916 | 17 | 48 | 12 |  
j30_19_6.rcp | 0.0025388 | 24 | 49 | 13 | 0.0017659 | 24 | 49 | 13 |  
j30_19_7.rcp | 0.0029506 | 25 | 57 | 12 | 0.0018586 | 25 | 57 | 12 |  
j30_19_8.rcp | 0.0020018 | 21 | 55 | 10 | 0.0017696 | 21 | 55 | 10 |  
j30_19_9.rcp | 9.46E-4 | 14 | 38 | 3 | 6.344E-4 | 14 | 38 | 3 |  
j30_19_10.rcp | 0.0016934 | 20 | 47 | 5 | 0.0012534 | 20 | 47 | 5 |  
j30_20_1.rcp | 0.0011691 | 15 | 57 | 3 | 7.573E-4 | 15 | 57 | 3 |  
j30_20_2.rcp | 0.0010425 | 12 | 70 | 4 | 7.808E-4 | 12 | 70 | 4 |  
j30_20_3.rcp | 0.0010108 | 15 | 49 | 3 | 6.68E-4 | 15 | 49 | 3 |  
j30_20_4.rcp | 9.117E-4 | 14 | 43 | 4 | 6.019E-4 | 14 | 43 | 4 |  
j30_20_5.rcp | 0.0011924 | 13 | 61 | 6 | 8.261E-4 | 13 | 61 | 6 |  
j30_20_6.rcp | 7.489E-4 | 12 | 51 | 1 | 5.458E-4 | 12 | 51 | 1 |  
j30_20_7.rcp | 8.818E-4 | 11 | 42 | 2 | 5.733E-4 | 11 | 42 | 2 |  
j30_20_8.rcp | 8.527E-4 | 12 | 51 | 1 | 5.585E-4 | 12 | 51 | 1 |  
j30_20_9.rcp | 8.478E-4 | 15 | 41 | 0 | 6.011E-4 | 15 | 41 | 0 |  
j30_20_10.rcp | 0.0011468 | 15 | 37 | 1 | 7.285E-4 | 15 | 37 | 1 |  
j30_21_1.rcp | 300.0012 | 497993 | -1 | 1239504 | 300.00015 | 1566878 | -1 | 2112836 |  
j30_21_2.rcp | 300.00012 | 565862 | -1 | 1722895 | 300.00073 | 970893 | -1 | 2832458 |  
j30_21_3.rcp | 300.00122 | 389090 | -1 | 965962 | 300.0002 | 695741 | -1 | 1769818 |  
j30_21_4.rcp | 300.00006 | 2378328 | -1 | 738711 | 300.00006 | 3413019 | -1 | 1195924 |  
j30_21_5.rcp | 300.00055 | 580396 | -1 | 1338587 | 300.00024 | 1115170 | -1 | 2672302 |  
j30_21_6.rcp | 300.0004 | 458511 | -1 | 1222885 | 300.00006 | 789282 | -1 | 2059154 |  
j30_21_7.rcp | 300.00037 | 567541 | -1 | 1239542 | 300.00073 | 1095223 | -1 | 2265438 |  
j30_21_8.rcp | 300.00024 | 657592 | -1 | 972047 | 300.00006 | 1161573 | -1 | 1523076 |  
j30_21_9.rcp | 300.00076 | 565541 | -1 | 1390382 | 300.0003 | 896810 | -1 | 2449359 |  
j30_21_10.rcp | 300.00137 | 515830 | -1 | 1255216 | 300.00006 | 810685 | -1 | 2293346 |  
j30_22_1.rcp | 300.0002 | 920876 | -1 | 821144 | 300.00012 | 1826280 | -1 | 1629504 |  
j30_22_2.rcp | 0.005804 | 19 | 45 | 6 | 0.0033659 | 19 | 45 | 6 |  
j30_22_3.rcp | 0.0075402 | 22 | 63 | 10 | 0.0042295 | 22 | 63 | 10 |  
j30_22_4.rcp | 0.0061968 | 16 | 42 | 5 | 0.0034811 | 16 | 42 | 5 |  
j30_22_5.rcp | 0.0137535 | 26 | 52 | 29 | 0.008307 | 26 | 52 | 30 |  
j30_22_6.rcp | 42.483246 | 100821 | 52 | 80408 | 23.78792 | 100821 | 52 | 80413 |  
j30_22_7.rcp | 300.0002 | 543690 | -1 | 739989 | 300.00018 | 1025500 | -1 | 1408461 |  
j30_22_8.rcp | 300.00052 | 677054 | -1 | 1311633 | 300.0001 | 1125107 | -1 | 2154212 |  
j30_22_9.rcp | 0.0132114 | 23 | 76 | 7 | 0.0054926 | 23 | 76 | 7 |  
j30_22_10.rcp | 0.0144902 | 34 | 55 | 34 | 0.0081873 | 34 | 55 | 34 |  
j30_23_1.rcp | 0.006262 | 15 | 63 | 7 | 0.003166 | 15 | 63 | 7 |  
j30_23_2.rcp | 0.0073217 | 14 | 53 | 2 | 0.0027973 | 14 | 53 | 2 |  
j30_23_3.rcp | 0.0069016 | 16 | 46 | 9 | 0.0031775 | 16 | 46 | 9 |  
j30_23_4.rcp | 0.0106636 | 45 | 65 | 12 | 0.0047662 | 45 | 65 | 12 |  
j30_23_5.rcp | 0.0069118 | 24 | 52 | 4 | 0.0040787 | 24 | 52 | 4 |  
j30_23_6.rcp | 0.0065164 | 18 | 48 | 6 | 0.0031594 | 18 | 48 | 6 |  
j30_23_7.rcp | 0.0092876 | 23 | 60 | 16 | 0.0050055 | 23 | 60 | 16 |  
j30_23_8.rcp | 0.0156988 | 45 | 48 | 11 | 0.0080519 | 45 | 48 | 11 |  
j30_23_9.rcp | 0.0097955 | 24 | 63 | 10 | 0.0060085 | 24 | 63 | 10 |  
j30_23_10.rcp | 0.0047095 | 17 | 61 | 6 | 0.00257 | 17 | 61 | 6 |  
j30_24_1.rcp | 0.0040194 | 15 | 53 | 4 | 0.0019212 | 15 | 53 | 4 |  
j30_24_2.rcp | 0.0043496 | 14 | 58 | 4 | 0.002494 | 14 | 58 | 4 |  
j30_24_3.rcp | 0.0043608 | 12 | 69 | 5 | 0.0025349 | 12 | 69 | 5 |  
j30_24_4.rcp | 0.0048445 | 16 | 53 | 6 | 0.002198 | 16 | 53 | 6 |  
j30_24_5.rcp | 0.0040079 | 11 | 51 | 5 | 0.0020306 | 11 | 51 | 5 |  
j30_24_6.rcp | 0.0042722 | 14 | 56 | 2 | 0.0019544 | 14 | 56 | 2 |  
j30_24_7.rcp | 0.0038047 | 13 | 44 | 4 | 0.0018439 | 13 | 44 | 4 |  
j30_24_8.rcp | 0.0032269 | 13 | 38 | 0 | 0.0015408 | 13 | 38 | 0 |  
j30_24_9.rcp | 0.0034097 | 11 | 43 | 1 | 0.0015774 | 11 | 43 | 1 |  
j30_24_10.rcp | 0.0050773 | 13 | 53 | 2 | 0.0021181 | 13 | 53 | 2 |  
j30_25_1.rcp | 300.0012 | 267208 | -1 | 545305 | 300.00034 | 445658 | -1 | 907519 |  
j30_25_2.rcp | 300.00018 | 270917 | -1 | 730071 | 300.00116 | 462631 | -1 | 1157338 |  
j30_25_3.rcp | 300.00113 | 358862 | -1 | 549115 | 300.00024 | 532231 | -1 | 998246 |  
j30_25_4.rcp | 300.00104 | 207704 | -1 | 803250 | 300.00012 | 310244 | -1 | 1275710 |  
j30_25_5.rcp | 300.00003 | 404894 | -1 | 731967 | 300.00134 | 653902 | -1 | 1178792 |  
j30_25_6.rcp | 300.0005 | 324743 | -1 | 930533 | 300.00034 | 484944 | -1 | 1485783 |  
j30_25_7.rcp | 300.0003 | 286500 | -1 | 747553 | 300.00095 | 480546 | -1 | 1198874 |  
j30_25_8.rcp | 300.0005 | 312731 | -1 | 562373 | 300.0007 | 513211 | -1 | 938677 |  
